1,3191,1089
2,4514,650
3,3773,1735
4,1676,183
5,4716,1138
6,2039,241
7,2285,2866
8,2223,2110
9,4329,2896
10,2141,1654
11,3321,1697
12,3528,758
13,4013,858
14,1786,2914
15,1584,333
16,2410,2605
17,4998,1512
18,3602,2477
19,244,2294
20,2810,487
21,4062,1209
22,2492,53
23,3204,2512
24,3200,2693
25,2136,234
26,3598,1899
27,1204,2703
28,4976,1537
29,3248,728
30,5105,1112
31,2632,2536
32,4966,2041
33,2237,2813
34,2530,533
35,4831,286
36,3180,801
37,3720,666
38,4106,620
39,3318,2193
40,2645,107
41,194,1282
42,4376,1293
43,967,1063
44,4172,63
45,3926,1243
46,3159,2028
47,3627,2483
48,2318,1991
49,900,1222
50,1624,1044
51,718,2564
52,1485,146
53,3953,2220
54,2410,1289
55,1905,1506
56,1062,1658
57,4844,2649
58,3799,416
59,4343,611
60,2014,149
61,510,2361
62,915,355
63,1089,904
64,979,851
65,2568,1767
66,4584,1381
67,2439,1683
68,1411,2069
69,3640,267
70,4413,2032
71,53,2709
72,1386,1294
73,2699,393
74,4410,599
75,2883,2774
76,3391,1461
77,4402,172
78,1643,1096
79,4792,870
80,3649,1469
81,3174,119
82,5035,1476
83,1135,2207
84,2115,2928
85,1441,2605
86,1259,1646
87,3925,2038
88,909,573
89,1102,2460
90,2938,2978
91,1190,911
92,2070,776
93,4722,2090
94,2656,20
95,4854,347
96,3258,1476
97,695,1093
98,2672,550
99,270,2212
100,2110,2260
101,1877,1833
102,973,1712
103,4692,2213
104,1360,1723
105,4297,1184
106,4202,134
107,2814,998
108,2893,407
109,756,1406
110,2080,255
111,1711,1297
112,4172,2857
113,774,1740
114,4112,2634
115,633,1680
116,2105,1528
117,2104,780
118,516,162
119,2377,2136
120,3956,613
121,1471,2599
122,919,1363
123,2574,1512
124,4614,2993
125,3793,2270
126,129,289
127,2048,351
128,4987,2939
129,591,221
130,1450,1119
131,2455,1450
132,109,1108
133,1296,594
134,3083,102
135,517,2330
136,146,825
137,3104,2768
138,695,2979
139,3170,2413
140,1435,929
141,3402,2506
142,2854,1138
143,5031,276
144,4223,1484
145,3559,2420
146,3494,1818
147,1495,737
148,4840,1908
149,907,2516
150,1374,403
151,4993,804
152,3136,1776
153,716,296
154,1717,2954
155,2277,671
156,2576,1675
157,296,84
158,3150,2321
159,1283,1617
160,4862,519
161,4608,1067
162,1650,714
163,4456,2332
164,3171,126
165,952,720
166,4287,643
167,2274,32
168,661,567
169,2379,2599
170,3788,999
171,1171,2505
172,996,234
173,3079,1158
174,4353,1315
175,1220,2503
176,4674,2861
177,2078,2424
178,3807,1319
179,5138,2305
180,2055,327
181,462,2169
182,276,2249
183,544,517
184,2126,2865
185,4076,2575
186,4489,1764
187,2433,2239
188,98,524
189,4922,1922
190,490,216
191,3377,68
192,2825,614
193,3511,1215
194,2628,2914
195,1329,2083
196,30,2621
197,4521,893
198,595,288
199,252,1078
200,4167,2259
201,4626,2818
202,4110,2502
203,3206,563
204,624,348
205,4125,790
206,533,1336
207,4941,2603
208,1538,2723
209,4276,810
210,1490,1790
211,2782,808
212,4883,309
213,91,135
214,2246,49
215,3076,1873
216,2102,1410
217,1551,1259
218,1588,940
219,3662,1129
220,4964,177
221,3537,890
222,1282,927
223,1733,2129
224,940,1971
225,1411,1567
226,2342,180
227,2649,488
228,2891,1959
229,4879,2697
230,4223,1541
231,1816,441
232,2795,2858
233,433,608
234,1783,458
235,3023,548
236,1206,2599
237,1262,54
238,631,2445
239,4982,1059
240,1346,2215
241,1451,155
242,2535,2032
243,62,869
244,4059,2178
245,1366,1482
246,4308,60
247,4673,1053
248,4126,427
249,4613,1714
250,4801,2959
251,3417,1015
252,4569,1369
253,2068,2375
254,3579,2653
255,688,1849
256,1427,2824
257,4716,448
258,4104,1420
259,1874,1508
260,4965,1767
261,3757,59
262,2143,1917
263,1215,443
264,5070,2207
265,2167,26
266,2475,2522
267,1099,2532
268,5072,925
269,197,695
270,440,2668
271,939,951
272,2500,1618
273,810,2307
274,506,163
275,2673,1387
276,4118,2713
277,4060,1912
278,596,648
279,2805,614
280,5030,1494
281,1615,243
282,3105,671
283,529,2182
284,2820,541
285,559,1530
286,3395,220
287,579,1832
288,3759,2072
289,1300,948
290,4399,508
291,732,1864
292,2050,1380
293,3988,1479
294,2597,668
295,1455,1477
296,2614,1340
297,1603,2491
298,4933,1461
299,2030,2506
300,3020,589
301,4231,2408
302,1022,2373
303,3042,2820
304,3041,2593
305,4378,1151
306,4242,1872
307,2422,65
308,3308,1606
309,4834,543
310,3934,1243
311,1819,231
312,4585,1285
313,4438,572
314,2480,2397
315,2266,273
316,2790,19
317,1069,1311
318,115,2337
319,428,2154
320,2588,1015
321,4721,2865
322,4598,2115
323,409,1014
324,510,370
325,3190,2708
326,3010,2185
327,131,2372
328,4122,667
329,2622,946
330,3633,393
331,328,774
332,2266,1872
333,973,2270
334,2916,1557
335,2171,698
336,1874,476
337,2244,1547
338,2473,41
339,2679,1799
340,4590,1134
341,5096,2948
342,1618,1011
343,689,94
344,5092,590
345,4433,356
346,2121,21
347,4464,1598
348,4261,185
349,3785,2604
350,58,2216
351,3637,584
352,747,2901
353,1591,2204
354,4820,122
355,2634,1277
356,1018,2843
357,419,592
358,508,1246
359,128,2855
360,2785,2163
361,1512,1128
362,4019,691
363,4595,1153
364,2481,1462
365,485,912
366,4371,1039
367,2404,2132
368,3205,373
369,1289,2690
370,2263,2710
371,3508,71
372,3386,1409
373,1467,2970
374,1347,823
375,456,2620
376,350,1124
377,442,789
378,4679,2416
379,2539,72
380,1935,524
381,3985,1962
382,4651,1393
383,4368,281
384,700,2085
385,1309,2564
386,4643,691
387,199,2480
388,4082,1782
389,1509,2
390,3104,2012
391,417,232
392,3882,1650
393,3977,146
394,2146,1563
395,4455,1285
396,1962,2879
397,4569,2427
398,716,1657
399,1586,1079
400,2318,1569
401,2617,543
402,3521,2534
403,4422,2483
404,3714,938
405,2125,2375
406,3051,1769
407,3567,1070
408,929,1669
409,2762,1101
410,3394,884
411,276,1790
412,1432,284
413,3851,1549
414,1215,525
415,1112,1791
416,1250,871
417,4541,39
418,1052,2598
419,1781,2959
420,3795,654
421,2661,542
422,3516,1883
423,73,2236
424,4088,1720
425,1535,2269
426,3756,721
427,4408,851
428,3178,1320
429,4550,1243
430,708,134
431,1042,606
432,76,2347
433,3891,2394
434,3223,2159
435,758,2999
436,85,2506
437,4294,2839
438,4585,274
439,815,1555
440,3189,1140
441,4722,2844
442,907,1705
443,3533,2063
444,4573,1275
445,2632,434
446,1757,1227
447,462,1330
448,4673,238
449,3757,160
450,1815,2312
451,3821,722
452,2563,2870
453,2290,988
454,2443,792
455,1202,1292
456,3435,2345
457,4058,1010
458,2401,703
459,2779,2361
460,2547,1913
461,4776,297
462,1956,2068
463,4665,1587
464,986,1607
465,1206,380
466,1575,2741
467,1473,932
468,3637,2299
469,4168,436
470,500,1958
471,3461,1643
472,2722,2546
473,4181,1046
474,4700,2945
475,2549,1415
476,4429,1084
477,4605,886
478,2899,2556
479,4781,2950
480,4492,2351
481,4502,2597
482,862,700
483,380,1353
484,1,473
485,2599,2900
486,2972,1566
487,2822,1877
488,2320,776
489,3877,830
490,4244,2835
491,418,61
492,4474,783
493,1339,2607
494,799,1926
495,2550,852
496,77,710
497,5155,1068
498,1356,499
499,2024,1744
500,3751,734
501,2079,1143
502,1069,1103
503,4631,2224
504,2535,373
505,3498,769
506,1408,2139
507,2712,378
508,5053,1384
509,4278,2291
510,2293,1077
511,1342,2292
512,4830,1810
513,3804,1903
514,3148,182
515,2355,2975
516,2802,2093
517,441,595
518,1548,336
519,2285,269
520,1998,2501
521,4358,1587
522,4596,1285
523,3112,903
524,3517,2750
525,2050,2324
526,2396,489
527,2381,108
528,1893,2875
529,2663,2272
530,894,1364
531,1021,2947
532,1193,1615
533,2677,1068
534,3320,1400
535,686,1237
536,4603,862
537,4843,2058
538,2692,1335
539,1146,763
540,1243,970
541,3497,267
542,2638,2696
543,3078,392
544,2660,2213
545,3846,1185
546,4816,592
547,1653,1500
548,287,2880
549,4132,1975
550,2392,2244
551,3422,956
552,824,129
553,3550,38
554,3440,242
555,4472,1616
556,4023,819
557,3050,1596
558,64,1137
559,3074,1417
560,85,1774
561,1035,412
562,2445,1353
563,4912,2090
564,2493,193
565,677,2042
566,4722,500
567,4039,2571
568,4078,181
569,1317,232
570,148,2848
571,2956,1395
572,4672,2308
573,2430,1740
574,3169,155
575,3395,2931
576,662,1797
577,3959,843
578,4114,735
579,3184,1177
580,2589,1979
581,4463,2727
582,1348,2946
583,3657,83
584,806,2104
585,1241,1773
586,2857,996
587,254,1686
588,518,837
589,2166,1802
590,1105,1424
591,2017,1123
592,27,2175
593,3235,2347
594,4249,477
595,4682,672
596,3339,2856
597,2965,1928
598,4036,194
599,5138,702
600,1336,1659
601,746,2028
602,679,891
603,2029,2813
604,3683,914
605,3618,675
606,1675,1271
607,2815,703
608,667,2169
609,400,1567
610,1417,1067
611,2294,985
612,2898,2229
613,2192,1572
614,4053,998
615,3337,537
616,2966,108
617,5161,1689
618,4554,2087
619,4946,1368
620,3312,1908
621,950,2586
622,4101,1530
623,1476,1827
624,1007,2625
625,4624,2670
626,1422,1672
627,3450,2372
628,1467,886
629,5159,2553
630,908,788
631,791,759
632,1179,2623
633,2849,2265
634,795,1063
635,2888,111
636,3067,496
637,2692,832
638,1282,265
639,2392,2924
640,3319,1418
641,1811,2458
642,2617,673
643,4228,1582
644,152,1925
645,712,890
646,4314,1376
647,3406,2966
648,2452,783
649,1650,1499
650,4977,1881
651,109,2303
652,2773,840
653,428,1192
654,3072,1088
655,1787,951
656,4832,1904
657,2513,1339
658,1441,2429
659,107,1736
660,670,2102
661,3101,2091
662,339,1451
663,3121,2389
664,1445,1421
665,3310,751
666,3685,959
667,2781,1102
668,4205,2451
669,1451,108
670,4311,772
671,1896,1831
672,4775,2242
673,1242,2275
674,3480,297
675,731,468
676,2234,2724
677,4502,2164
678,2854,2271
679,4002,1170
680,3344,648
681,1501,1758
682,3212,1773
683,3783,2802
684,1416,1607
685,212,490
686,1228,1046
687,679,1961
688,69,590
689,1712,2537
690,3255,1675
691,1027,12
692,2106,2832
693,1011,2201
694,243,886
695,3025,2928
696,3661,693
697,4413,511
698,483,1686
699,1576,437
700,2811,2049
701,2587,1011
702,4061,1102
703,1970,2615
704,3175,657
705,1462,2526
706,1602,603
707,1417,833
708,1466,2024
709,637,2740
710,2602,1688
711,597,520
712,5002,2839
713,4782,468
714,431,2193
715,3280,808
716,156,2045
717,3136,1569
718,1455,2838
719,307,1733
720,2524,2495
721,2093,1827
722,663,823
723,1927,1961
724,1757,1883
725,3788,2
726,3406,1327
727,2124,2565
728,4223,468
729,4475,1730
730,453,2063
731,185,597
732,3979,458
733,3216,1170
734,4416,1776
735,1560,1187
736,2403,1401
737,4810,380
738,761,2706
739,3867,633
740,3095,2189
741,5080,146
742,1402,1033
743,4368,1156
744,432,2172
745,4987,2457
746,1972,1073
747,4946,1244
748,3778,747
749,1567,367
750,4578,2841
751,2838,1647
752,1052,192
753,715,2711
754,4491,1123
755,2970,432
756,4647,1345
757,5106,499
758,410,2913
759,3401,71
760,388,2761
761,4181,1528
762,3277,605
763,684,1386
764,3183,998
765,4358,894
766,3215,552
767,5131,2006
768,704,2693
769,699,1473
770,5080,140
771,3333,1591
772,2652,1232
773,1343,726
774,5148,2990
775,3152,1917
776,4208,51
777,1794,2396
778,1896,1637
779,2371,1085
780,4314,2564
781,2503,76
782,1938,1721
783,1075,461
784,1659,2195
785,1613,800
786,2116,27
787,1174,1522
788,580,935
789,1340,2652
790,53,1374
791,1599,1323
792,3532,2168
793,2260,54
794,3286,604
795,2475,909
796,700,46
797,5060,1929
798,4158,523
799,1766,705
800,5137,1574
801,4837,1079
802,1651,1328
803,195,210
804,4451,1675
805,910,2978
806,4340,1310
807,1111,388
808,3667,807
809,3012,1894
810,1938,2102
811,1349,1042
812,3579,1996
813,2474,1391
814,394,2
815,1331,170
816,1501,1594
817,1992,369
818,610,1727
819,2946,2454
820,3833,990
821,2054,1291
822,3995,1341
823,3764,117
824,1895,584
825,4169,1445
826,2178,865
827,2615,1809
828,3751,874
829,4538,1850
830,568,2725
831,3469,1359
832,4470,809
833,1257,2040
834,4159,1470
835,4329,187
836,4259,2480
837,1754,2230
838,1102,826
839,2412,1460
840,22,2284
841,3920,2546
842,2458,2964
843,672,1644
844,4383,2406
845,3401,1873
846,297,1363
847,2607,1857
848,567,649
849,1508,2070
850,1774,2226
851,4467,584
852,3039,1420
853,1014,0
854,2839,1395
855,779,395
856,3788,2448
857,3496,2380
858,3597,2923
859,3236,1395
860,4961,2028
861,5140,318
862,3662,1220
863,740,1596
864,1288,2865
865,447,2572
866,2272,631
867,2338,2209
868,4404,1051
869,3544,537
870,4457,790
871,5049,1465
872,4171,487
873,1374,619
874,2480,2506
875,2523,899
876,5067,1405
877,390,1227
878,3338,375
879,2749,2350
880,4055,237
881,1712,2886
882,3359,842
883,2351,2548
884,2354,524
885,1205,2252
886,4498,2748
887,2677,1825
888,1292,932
889,3014,1445
890,2510,1009
891,4448,1515
892,1322,1638
893,3610,2322
894,2717,2761
895,3195,1213
896,3940,2026
897,4785,697
898,4332,2426
899,3140,2778
900,4416,445
901,4865,1554
902,4890,638
903,4534,791
904,1177,489
905,1847,1129
906,1580,764
907,1407,2743
908,3563,1288
909,3471,934
910,2241,1355
911,3086,648
912,685,1228
913,2040,2146
914,4286,1012
915,3555,2909
916,3193,1520
917,4850,1761
918,4333,1424
919,1351,2605
920,3111,1652
921,4702,1605
922,2197,26
923,3247,1022
924,1964,862
925,1769,2177
926,4010,1397
927,4668,870
928,2261,518
929,807,2771
930,907,2151
931,461,2675
932,4154,1007
933,3420,137
934,1931,1030
935,3949,1079
936,1378,232
937,4694,1170
938,4735,2791
939,2946,2292
940,3623,1728
941,874,1615
942,340,705
943,4278,830
944,3781,2156
945,2688,383
946,4085,2153
947,2537,1306
948,3451,1610
949,3934,1427
950,384,1947
951,2680,2737
952,2983,1687
953,4181,588
954,2092,2804
955,1804,2119
956,1703,257
957,1924,153
958,2836,2789
959,3530,939
960,620,93
961,2969,235
962,2361,2287
963,1027,475
964,3241,2242
965,4822,1601
966,2420,85
967,3411,1731
968,2931,227
969,2186,1931
970,3922,2234
971,3998,244
972,2902,2403
973,2576,2767
974,1864,2863
975,195,2610
976,4239,2323
977,1511,2867
978,4826,1479
979,1697,2887
980,4545,2207
981,3989,2589
982,3296,47
983,2449,2782
984,3397,2509
985,2368,959
986,4225,2718
987,1880,1614
988,2560,1840
989,1358,676
990,4484,1375
991,1313,1759
992,2463,1280
993,1883,379
994,4913,502
995,449,1206
996,616,2424
997,4677,1734
998,4268,417
999,4786,2331
1000,1855,1526
1001,4130,1213
1002,636,389
1003,5045,1155
1004,2864,1851
1005,2556,1065
1006,1165,347
1007,3173,1311
1008,2786,1522
1009,4092,1680
1010,243,1517
1011,4552,763
1012,3322,2087
1013,761,2292
1014,3101,2438
1015,3737,2078
1016,2596,149
1017,3313,1561
1018,2503,2854
1019,2398,2624
1020,423,1628
1021,1135,2261
1022,2232,275
1023,4053,2868
1024,1603,2309
1025,243,2448
1026,4504,846
1027,4753,2817
1028,4576,1029
1029,3815,1005
1030,279,1427
1031,2383,1867
1032,478,1498
1033,4801,2081
1034,2885,2132
1035,1387,1492
1036,260,2925
1037,2188,399
1038,3638,2968
1039,4054,1560
1040,2726,2415
1041,1171,1468
1042,3865,1141
1043,2547,1746
1044,4342,210
1045,2523,2728
1046,3856,1814
1047,249,2003
1048,3360,1274
1049,2620,2305
1050,4939,288
1051,938,1690
1052,2171,76
1053,3993,1337
1054,472,2247
1055,3532,1775
1056,12,1671
1057,577,1986
1058,705,1617
1059,1391,1582
1060,1707,2219
1061,4745,431
1062,1397,1213
1063,1058,82
1064,4196,1902
1065,826,683
1066,1851,732
1067,4615,2298
1068,3269,915
1069,5132,387
1070,674,1061
1071,1598,12
1072,4959,1152
1073,3610,241
1074,4589,792
1075,3538,2209
1076,4120,275
1077,1816,1067
1078,1863,2082
1079,4994,1482
1080,277,764
1081,1413,2825
1082,4888,698
1083,3167,2458
1084,4017,2674
1085,1495,2361
1086,2541,1075
1087,2648,2971
1088,4539,1579
1089,2361,1052
1090,3121,30
1091,3492,71
1092,3966,2621
1093,4862,2090
